ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento;Lucro_Real;Lucro_Real_1
289;2025-12-12;10659;57;1;2;38.27;27.49;76.54;13.78;Marketplace;Crédito;-5.999999999999993;7.780000000000008
291;2024-12-18;16521;35;5;8;40.71;26.75;325.68;6.51;Marketplace;Boleto;59.60000000000002;105.17000000000002
292;2025-01-29;9822;34;3;2;416.7;363.68;833.4;96.86;Marketplace;Boleto;-87.68000000000006;9.17999999999995
293;2024-06-20;17520;57;4;1;39.55;29.59;39.55;7.12;App;Crédito;2.84;2.84
294;2024-12-06;17293;46;3;2;382.16;326.52;764.32;0.49;Marketplace;Crédito;110.30000000000007;110.79000000000008
295;2026-03-30;977;45;1;1;153.34;79.32;153.34;22.35;Marketplace;Boleto;51.670000000000016;51.670000000000016
296;2025-09-28;5848;58;1;2;152.38;83.89;304.76;43.54;Site;Crédito;49.900000000000006;93.43999999999997
298;2025-12-18;4036;60;6;1;270.57;100.61;270.57;48.7;Marketplace;Boleto;121.26;121.26
299;2024-11-22;6475;35;3;2;36.47;26.15;72.94;0.89;Site;Crédito;18.86;19.75
300;2026-02-07;15114;38;9;2;47.49;27.52;94.98;12.02;Marketplace;Crédito;15.899999999999999;27.92000000000001
301;2025-04-13;12637;38;5;1;44.61;30.92;44.61;7.01;Marketplace;PIX;6.68;6.68
302;2024-11-02;14931;13;8;3;353.21;249.33;1059.63;42.88;Site;Débito;183.0;268.7599999999999
304;2024-09-05;2064;39;5;2;42.99;30.38;85.98;15.48;Site;PIX;-5.739999999999995;9.740000000000002
305;2024-08-26;5242;1;3;2;48.73;24.65;97.46;17.54;Site;PIX;13.079999999999998;30.61999999999999
307;2024-12-14;17914;33;4;2;54.75;27.13;109.5;10.7;Site;PIX;33.839999999999996;44.54
308;2025-10-14;12946;5;5;2;161.31;80.21;322.62;11.54;Marketplace;Crédito;139.12000000000003;150.66
309;2025-11-10;10700;24;7;2;54.98;29.31;109.96;19.79;App;PIX;11.759999999999998;31.54999999999999
311;2025-07-08;19146;25;3;2;44.77;33.44;89.54;16.12;Site;PIX;-9.579999999999991;6.540000000000006
312;2025-06-18;12728;3;2;4;368.4;228.87;1473.6;15.19;Marketplace;PIX;497.3599999999999;542.9299999999998
313;2025-03-04;2425;25;9;5;46.88;32.6;234.4;6.34;Marketplace;Boleto;39.700000000000045;65.06
314;2025-11-09;4126;57;10;2;43.33;26.94;86.66;9.85;Loja Física;Débito;13.079999999999991;22.93
317;2025-07-15;12236;9;3;2;51.67;23.31;103.34;1.88;Marketplace;PIX;52.96;54.84000000000001
318;2024-06-13;1877;58;8;2;151.61;84.36;303.22;54.58;Marketplace;PIX;25.340000000000032;79.92000000000004
319;2025-10-29;16190;1;8;2;56.07;29.06;112.14;9.72;Marketplace;PIX;34.580000000000005;44.300000000000004
320;2024-10-15;5768;20;2;5;47.16;30.24;235.8;5.5;Marketplace;PIX;57.099999999999994;79.1
321;2026-05-23;5369;39;6;2;46.46;33.25;92.92;0.57;Site;PIX;25.28;25.85000000000001
322;2025-11-02;2600;9;7;2;50.52;27.4;101.04;1.6;Site;Boleto;43.040000000000006;44.640000000000015
323;2026-01-29;2534;35;2;1;39.5;26.63;39.5;7.11;Site;PIX;5.760000000000002;5.760000000000002
325;2025-11-06;11986;33;2;2;52.07;24.82;104.14;11.74;Loja Física;PIX;31.019999999999996;42.760000000000005
326;2024-09-06;18143;57;10;6;40.14;32.23;240.84;11.51;Site;Crédito;-21.599999999999966;35.95000000000002
327;2025-01-24;18101;16;1;1;243.5;101.66;243.5;43.83;Site;PIX;98.01000000000002;98.01000000000002
328;2025-03-11;1679;1;8;3;50.66;26.12;151.98;27.36;Site;Crédito;-8.460000000000008;46.25999999999999
329;2025-06-26;7389;13;1;1;351.58;249.56;351.58;59.43;Marketplace;PIX;42.589999999999975;42.589999999999975
331;2026-03-19;5857;33;6;1;54.89;26.61;54.89;9.88;Marketplace;Crédito;18.4;18.4
332;2024-10-10;14380;38;7;5;42.76;30.49;213.8;28.44;App;Débito;-80.85000000000001;32.91
333;2025-04-07;19588;20;10;2;40.48;29.14;80.96;2.62;Marketplace;PIX;17.439999999999998;20.059999999999988
334;2025-01-06;14513;33;7;1;56.7;24.97;56.7;4.0;Marketplace;Crédito;27.730000000000004;27.730000000000004
335;2026-03-02;9790;33;10;2;50.13;27.26;100.26;18.05;Marketplace;PIX;9.639999999999993;27.690000000000005
336;2025-10-02;1695;40;3;3;138.78;95.78;416.34;74.94;Marketplace;Crédito;-95.82000000000002;54.06
337;2025-07-27;3380;47;2;2;300.6;251.04;601.2;108.22;App;PIX;-117.31999999999994;-9.099999999999966
339;2024-12-24;4013;33;8;1;56.52;25.03;56.52;10.17;Site;Crédito;21.32;21.32
340;2024-11-02;8434;24;10;2;57.8;28.56;115.6;9.89;Marketplace;Débito;38.699999999999996;48.589999999999996
341;2026-04-18;4283;1;7;7;53.71;26.7;375.97;41.15;Site;Boleto;-98.97999999999999;147.92000000000004
342;2024-11-02;17535;58;9;2;142.81;85.65;285.62;51.41;Site;Crédito;11.5;62.91
343;2024-08-10;15417;25;4;6;50.98;34.38;305.88;2.67;Marketplace;PIX;83.57999999999993;96.92999999999995
344;2024-09-02;9375;60;4;4;233.5;100.01;934.0;144.61;Site;Crédito;-44.480000000000075;389.34999999999997
345;2026-02-03;9978;40;1;1;133.75;87.94;133.75;2.01;Marketplace;Crédito;43.80000000000001;43.80000000000001
346;2025-05-21;6163;31;8;4;211.49;93.14;845.96;48.78;Site;PIX;278.28000000000003;424.62000000000006
347;2025-11-09;3490;13;3;1;371.85;252.6;371.85;66.93;Site;Crédito;52.32000000000002;52.32000000000002
348;2026-01-31;8619;20;7;2;43.5;31.36;87.0;7.81;Marketplace;PIX;8.659999999999997;16.47
349;2025-12-24;6166;9;2;2;45.4;24.62;90.8;16.34;Marketplace;PIX;8.879999999999995;25.21999999999999
350;2025-12-24;9649;60;2;3;264.05;107.06;792.15;32.46;Site;PIX;373.59;438.51000000000005
351;2024-08-11;11224;22;7;3;305.61;293.5;916.83;165.03;Site;Débito;-458.76;-128.69999999999993
352;2026-01-09;11763;1;6;1;56.91;25.61;56.91;10.24;App;PIX;21.059999999999995;21.059999999999995
353;2025-02-08;14436;39;3;4;50.93;32.98;203.72;6.06;Site;PIX;47.56;65.74000000000001
354;2026-04-20;1754;20;9;1;40.93;28.88;40.93;6.11;Marketplace;Débito;5.940000000000001;5.940000000000001
355;2026-04-06;5472;5;10;6;161.86;86.14;971.16;109.57;Marketplace;Crédito;-203.0999999999999;344.7500000000001
356;2026-05-10;547;38;6;7;45.1;32.5;315.7;21.03;Site;Crédito;-59.00999999999999;67.16999999999996
357;2025-07-01;982;58;10;3;155.88;83.44;467.64;4.45;Marketplace;PIX;203.97000000000003;212.87
358;2025-09-02;2235;1;10;2;48.61;26.64;97.22;11.0;Site;Crédito;21.939999999999998;32.94
359;2026-04-18;8919;2;6;7;366.63;343.21;2566.41;226.05;Loja Física;Débito;-1418.4099999999999;-62.11000000000013
360;2025-04-04;10906;9;1;1;43.22;23.87;43.22;4.49;Site;Crédito;14.859999999999996;14.859999999999996
361;2025-11-01;10671;35;4;2;35.5;28.75;71.0;5.83;Marketplace;Crédito;1.8400000000000034;7.670000000000002
362;2025-12-15;15142;9;10;2;50.47;24.69;100.94;18.17;Site;Crédito;15.219999999999992;33.38999999999999
363;2025-04-30;18303;57;6;1;40.49;27.93;40.49;7.29;Site;Crédito;5.270000000000003;5.270000000000003
364;2024-06-13;5789;57;6;1;35.54;28.45;35.54;6.4;Site;Crédito;0.6900000000000013;0.6900000000000013
366;2024-10-06;4435;47;1;1;278.45;245.98;278.45;50.12;Marketplace;Crédito;-17.650000000000006;-17.650000000000006
367;2026-05-12;13303;57;8;2;42.04;28.78;84.08;11.21;Loja Física;Débito;4.099999999999994;15.310000000000002
368;2024-11-21;10560;38;5;1;43.92;27.59;43.92;6.67;App;Crédito;9.66;9.66
369;2024-06-02;6232;5;5;2;150.39;80.57;300.78;13.44;Marketplace;PIX;112.75999999999999;126.19999999999999
373;2024-12-08;17853;57;4;2;37.5;28.94;75.0;13.5;Marketplace;Boleto;-9.880000000000003;3.6199999999999974
374;2026-03-30;13627;5;3;1;153.24;80.65;153.24;27.58;Site;PIX;45.010000000000005;45.010000000000005
375;2026-01-07;135;38;7;5;46.63;32.24;233.15;6.51;Marketplace;Crédito;39.400000000000006;65.44
376;2026-03-19;15626;9;8;2;50.01;26.49;100.02;14.78;Marketplace;PIX;17.479999999999997;32.26
377;2025-07-24;19049;33;4;4;49.35;24.24;197.4;23.67;App;PIX;5.760000000000005;76.77000000000002
378;2026-02-23;9443;34;2;1;406.03;369.41;406.03;73.09;Marketplace;Boleto;-36.470000000000084;-36.470000000000084
379;2025-10-01;12056;13;10;2;343.55;251.36;687.1;6.08;App;PIX;172.22000000000003;178.29999999999995
380;2024-10-23;4541;22;3;1;332.02;277.44;332.02;16.93;Marketplace;PIX;37.64999999999998;37.64999999999998
382;2025-04-10;11337;40;8;8;122.98;92.48;983.84;13.93;Site;Boleto;132.56000000000006;230.07000000000005
383;2024-06-19;2844;57;3;1;38.95;27.15;38.95;7.01;Site;PIX;4.790000000000006;4.790000000000006
384;2025-08-14;16331;24;10;2;48.92;28.21;97.84;4.18;App;PIX;33.06;37.239999999999995
385;2026-02-13;18903;57;7;1;43.34;31.97;43.34;7.8;Site;PIX;3.5700000000000074;3.5700000000000074
386;2026-03-08;6926;25;10;2;51.26;33.1;102.52;8.86;App;PIX;18.599999999999994;27.459999999999994
387;2024-05-23;16222;51;5;1;328.09;233.93;328.09;59.06;Marketplace;PIX;35.099999999999966;35.099999999999966
389;2025-05-10;10892;57;5;1;41.48;31.26;41.48;7.47;App;PIX;2.7499999999999964;2.7499999999999964
390;2025-01-08;9219;20;7;1;43.87;30.17;43.87;3.74;App;Crédito;9.959999999999994;9.959999999999994
391;2024-07-17;15468;58;9;1;144.61;87.96;144.61;26.03;Loja Física;PIX;30.62000000000002;30.62000000000002
392;2025-07-07;3472;9;5;1;44.23;27.37;44.23;0.09;Marketplace;Crédito;16.769999999999992;16.769999999999992
393;2025-06-27;15666;9;1;2;47.43;25.77;94.86;5.35;Marketplace;PIX;32.62;37.970000000000006
395;2025-09-17;4463;12;10;2;287.56;244.82;575.12;26.4;Marketplace;Boleto;32.680000000000064;59.08000000000004
396;2025-11-24;5766;43;1;2;308.65;259.51;617.3;111.11;Loja Física;Débito;-123.94000000000005;-12.830000000000041
398;2026-05-29;19825;38;6;2;46.52;27.55;93.04;8.71;Site;PIX;20.520000000000003;29.23000000000001
399;2025-12-21;18718;38;9;2;47.05;31.88;94.1;16.94;App;PIX;-3.5400000000000063;13.399999999999999
400;2025-06-30;3844;38;8;1;50.89;31.51;50.89;1.62;App;PIX;17.76;17.76
401;2024-08-14;8987;57;5;1;42.64;27.5;42.64;7.68;Marketplace;Crédito;7.460000000000001;7.460000000000001
402;2025-05-29;11079;58;1;2;169.91;77.79;339.82;26.2;App;Crédito;131.84;158.04
403;2025-10-22;17787;25;7;3;50.85;29.73;152.55;2.54;Site;Crédito;55.74000000000001;60.82000000000002
404;2026-05-24;18215;33;5;3;53.75;25.92;161.25;15.95;App;Crédito;35.639999999999986;67.54
405;2024-07-14;11615;25;6;1;53.02;36.06;53.02;9.54;Marketplace;PIX;7.420000000000002;7.420000000000002
408;2024-08-06;18282;38;10;3;50.66;28.26;151.98;8.61;Marketplace;Crédito;41.36999999999999;58.59
409;2025-09-01;3517;1;3;6;52.04;24.57;312.24;9.22;App;PIX;109.5;155.59999999999997
410;2024-10-12;367;40;5;1;131.04;91.99;131.04;23.59;Marketplace;Crédito;15.459999999999994;15.459999999999994
411;2025-01-09;2974;24;6;3;56.25;30.89;168.75;27.86;Marketplace;Crédito;-7.5;48.219999999999985
412;2025-12-25;4962;51;9;1;312.18;255.66;312.18;56.19;Loja Física;Crédito;0.3300000000000125;0.3300000000000125
413;2025-02-01;2265;35;5;4;34.45;27.19;137.8;5.19;Loja Física;Débito;8.280000000000001;23.85000000000001
414;2025-08-11;7745;40;1;2;124.35;95.19;248.7;15.31;Site;PIX;27.69999999999999;43.00999999999999
415;2024-10-07;2777;2;4;2;370.64;301.49;741.28;67.59;Site;Crédito;3.119999999999891;70.70999999999992
416;2025-11-23;18812;38;5;5;44.1;27.73;220.5;39.69;Site;Crédito;-116.6;42.16
418;2026-03-14;11717;12;10;2;323.87;241.75;647.74;116.59;Marketplace;Crédito;-68.94;47.64999999999998
419;2026-05-06;6492;25;5;1;46.66;35.06;46.66;7.08;Site;PIX;4.519999999999996;4.519999999999996
420;2024-10-04;18848;24;7;1;49.88;31.12;49.88;8.98;App;PIX;9.780000000000005;9.780000000000005
421;2025-12-19;10447;35;4;1;34.84;24.59;34.84;3.13;App;PIX;7.1200000000000045;7.1200000000000045
422;2024-12-10;12941;20;1;1;46.06;30.74;46.06;8.29;App;Crédito;7.030000000000005;7.030000000000005
423;2024-11-19;2357;20;5;3;48.22;29.44;144.66;2.53;Marketplace;Crédito;48.749999999999986;53.80999999999999
424;2025-01-04;6450;46;7;1;361.11;298.15;361.11;65.0;Site;Boleto;-2.0399999999999636;-2.0399999999999636
425;2026-06-12;15104;25;10;1;52.16;29.56;52.16;9.39;Marketplace;Crédito;13.209999999999997;13.209999999999997
428;2024-06-25;4372;38;5;1;45.47;30.46;45.47;4.0;App;PIX;11.009999999999998;11.009999999999998
429;2025-04-16;7119;33;4;4;55.57;25.75;222.28;4.34;Marketplace;PIX;101.92000000000002;114.94
430;2024-12-31;4727;47;2;2;273.21;283.84;546.42;38.74;Marketplace;Débito;-98.74000000000001;-60.0
433;2025-03-26;12994;57;10;6;37.1;26.61;222.6;5.93;Site;Débito;27.360000000000014;57.01000000000002
434;2025-05-28;7734;47;3;5;258.78;240.08;1293.9;48.88;Marketplace;PIX;-150.9000000000001;44.61999999999966
435;2026-03-28;14179;39;10;4;46.08;35.08;184.32;7.92;Marketplace;PIX;12.319999999999993;36.08000000000001
436;2025-11-20;18689;46;1;1;368.98;288.25;368.98;66.42;Site;PIX;14.310000000000002;14.310000000000002
437;2026-02-07;4378;34;8;3;440.4;328.81;1321.2;147.0;Marketplace;PIX;-106.23000000000013;187.76999999999975
438;2024-09-22;8009;58;5;4;142.12;82.82;568.48;102.33;App;PIX;-172.11999999999995;134.87000000000006
439;2024-10-01;1175;49;4;1;208.29;134.37;208.29;14.61;Site;Débito;59.31;59.31
440;2024-08-11;19472;25;8;1;53.03;31.38;53.03;9.55;Marketplace;Débito;12.100000000000005;12.100000000000005
441;2026-05-02;649;47;7;1;271.13;259.23;271.13;9.01;Marketplace;Crédito;2.8899999999999864;2.8899999999999864
442;2026-03-21;1778;38;2;2;51.43;31.62;102.86;18.51;Loja Física;Crédito;2.6000000000000014;21.109999999999992
443;2025-01-14;15869;40;1;1;123.86;97.53;123.86;22.29;Marketplace;PIX;4.039999999999992;4.039999999999992
445;2025-11-17;2065;25;8;2;46.29;30.15;92.58;10.45;App;PIX;11.38000000000001;21.83
446;2025-11-16;19631;38;2;1;50.67;30.21;50.67;2.81;Loja Física;Débito;17.65;17.65
450;2026-05-17;19591;51;3;7;327.63;220.18;2293.41;116.31;Marketplace;PIX;-62.01999999999998;635.8399999999999
451;2025-11-28;2407;58;5;3;142.58;88.15;427.74;39.7;App;Crédito;44.19;123.58999999999997
452;2025-11-27;15680;5;3;1;165.69;90.96;165.69;6.73;Site;Crédito;68.00000000000001;68.00000000000001
454;2024-08-17;7324;5;1;2;170.95;76.39;341.9;23.52;App;PIX;142.07999999999996;165.6
456;2026-01-16;4939;34;10;1;431.38;346.19;431.38;73.5;Site;PIX;11.689999999999998;11.689999999999998
457;2025-09-22;6794;25;2;1;49.84;35.26;49.84;8.97;Marketplace;Crédito;5.6100000000000065;5.6100000000000065
459;2025-04-21;3116;40;2;4;124.21;98.48;496.84;50.45;Marketplace;Crédito;-98.88000000000005;52.46999999999997
460;2024-12-26;6352;38;3;1;49.58;29.67;49.58;1.14;Marketplace;Crédito;18.769999999999996;18.769999999999996
461;2025-11-23;3725;20;7;2;48.92;28.98;97.84;10.47;Marketplace;Boleto;18.940000000000005;29.410000000000004
462;2025-08-01;12207;20;1;2;46.47;31.42;92.94;9.28;Site;Crédito;11.539999999999992;20.819999999999993
463;2025-02-25;15062;16;10;1;257.43;109.74;257.43;46.34;Site;PIX;101.35000000000001;101.35000000000001
466;2025-06-21;4119;38;10;1;45.28;29.03;45.28;8.15;Marketplace;Boleto;8.100000000000001;8.100000000000001
467;2025-03-04;11058;9;10;2;49.52;24.53;99.04;6.31;Marketplace;Crédito;37.36;43.67
468;2026-06-08;9448;20;2;1;45.18;33.62;45.18;8.13;App;PIX;3.4299999999999997;3.4299999999999997
469;2025-12-26;17602;33;3;2;52.78;24.52;105.56;19.0;Marketplace;Débito;18.520000000000003;37.52
470;2025-08-29;19256;24;9;2;55.84;30.71;111.68;5.15;Loja Física;Crédito;39.96000000000001;45.11
471;2026-02-24;16928;25;7;1;52.67;33.9;52.67;9.48;Marketplace;Crédito;9.29;9.29
472;2025-05-12;17890;33;4;2;57.27;24.56;114.54;20.62;Loja Física;Crédito;24.180000000000014;44.800000000000004
473;2025-07-02;5187;9;10;1;49.63;22.59;49.63;1.1;Marketplace;Crédito;25.94;25.94
474;2025-07-14;15964;45;5;2;174.41;71.05;348.82;43.83;App;Crédito;119.05999999999997;162.89000000000001
476;2025-07-12;268;35;8;1;34.76;26.75;34.76;6.26;Loja Física;Crédito;1.75;1.75
477;2025-02-15;14258;31;4;1;219.91;108.27;219.91;9.81;Marketplace;Crédito;101.83;101.83
478;2025-10-22;15297;31;9;1;213.02;107.11;213.02;30.63;Site;Crédito;75.28000000000002;75.28000000000002
479;2025-04-25;7861;48;5;2;265.42;120.61;530.84;10.05;Loja Física;Débito;269.52;279.57000000000005
480;2024-10-31;18806;33;9;4;49.54;25.59;198.16;9.18;Site;PIX;59.08;86.61999999999999
481;2025-03-27;6710;5;4;2;154.83;76.9;309.66;55.74;Site;PIX;44.379999999999995;100.12
482;2024-10-08;8722;25;10;1;46.67;35.79;46.67;6.72;Site;Crédito;4.160000000000004;4.160000000000004
484;2024-09-19;17317;40;9;2;120.21;98.06;240.42;8.57;Site;Crédito;27.159999999999968;35.72999999999999
486;2025-10-02;11435;3;3;3;398.33;222.9;1194.99;215.1;App;PIX;-119.0100000000001;311.18999999999994
487;2025-05-24;19194;20;1;5;42.1;29.17;210.5;37.5;Marketplace;Crédito;-122.85000000000002;27.149999999999977
488;2025-04-30;8030;46;3;2;365.49;319.45;730.98;123.64;Marketplace;PIX;-155.19999999999993;-31.559999999999945
489;2026-04-22;14125;25;4;7;47.95;31.46;335.65;24.67;Loja Física;Débito;-57.25999999999999;90.76000000000002
490;2024-07-01;13701;24;2;2;53.89;27.97;107.78;5.26;App;Crédito;41.32000000000001;46.58
493;2024-10-30;11662;45;8;5;162.26;83.24;811.3;6.6;Marketplace;PIX;362.09999999999997;388.49999999999994
494;2024-06-08;7923;20;7;1;49.14;32.87;49.14;8.85;Marketplace;Crédito;7.420000000000002;7.420000000000002
495;2025-12-27;5112;35;5;3;37.4;25.97;112.2;7.77;Site;Crédito;10.980000000000004;26.519999999999996
496;2025-09-07;16113;1;1;1;48.32;27.73;48.32;8.7;Marketplace;PIX;11.890000000000004;11.890000000000004
497;2024-06-19;3993;57;7;4;38.53;29.2;154.12;7.52;Site;PIX;7.240000000000009;29.799999999999997
498;2025-04-16;9227;40;7;1;131.39;91.34;131.39;23.65;Marketplace;PIX;16.399999999999977;16.399999999999977
499;2025-10-30;1890;22;9;5;291.06;283.34;1455.3;50.7;Loja Física;Débito;-214.89999999999964;-12.099999999999909
500;2026-05-07;13986;38;3;2;46.42;30.69;92.84;9.72;Loja Física;PIX;12.020000000000003;21.740000000000002
501;2024-12-29;9799;24;9;6;48.2;29.46;289.2;10.9;Site;Débito;47.04000000000002;101.54000000000008
502;2025-06-16;1321;58;1;2;152.15;75.87;304.3;32.86;Site;Débito;86.84;119.69999999999999
503;2025-06-06;5806;35;1;2;36.1;27.12;72.2;3.68;Marketplace;Boleto;10.600000000000001;14.279999999999994
504;2025-08-15;12770;35;4;1;35.53;28.52;35.53;6.4;App;Crédito;0.610000000000003;0.610000000000003
505;2025-01-04;10930;20;9;1;41.42;30.28;41.42;7.46;Site;Boleto;3.6799999999999997;3.6799999999999997
506;2025-09-20;2274;39;6;1;43.84;29.12;43.84;7.89;Marketplace;Débito;6.830000000000002;6.830000000000002
507;2024-06-20;459;40;3;1;125.14;94.57;125.14;22.53;App;Crédito;8.040000000000006;8.040000000000006
509;2025-03-16;8179;20;4;1;47.4;30.4;47.4;8.53;Loja Física;Débito;8.469999999999999;8.469999999999999
511;2026-03-20;8588;38;3;4;49.19;29.56;196.76;20.47;Site;Crédito;-3.3599999999999994;58.05
512;2024-05-23;14071;1;9;1;48.77;27.38;48.77;7.31;Marketplace;Crédito;14.080000000000002;14.080000000000002
513;2024-08-20;6016;9;7;1;49.17;26.07;49.17;8.85;Loja Física;Crédito;14.25;14.25
514;2024-08-05;4166;38;4;1;46.56;29.91;46.56;8.38;App;Crédito;8.27;8.27
515;2026-01-21;16584;34;3;3;432.52;360.99;1297.56;78.25;Marketplace;PIX;-20.160000000000082;136.33999999999992
516;2026-03-16;15212;9;10;4;43.12;24.43;172.48;12.45;Marketplace;PIX;24.959999999999994;62.31
517;2024-09-27;4794;57;5;4;36.26;31.88;145.04;3.15;Marketplace;Boleto;4.920000000000002;14.36999999999999
518;2025-01-23;11711;35;5;5;41.15;27.02;205.75;20.76;App;Crédito;-33.150000000000006;49.890000000000015
520;2026-06-16;12356;39;9;2;51.69;30.4;103.38;18.61;Marketplace;Boleto;5.359999999999999;23.97
523;2025-07-05;15474;38;4;3;49.23;27.28;147.69;26.58;Loja Física;Débito;-13.890000000000015;39.269999999999996
524;2025-08-23;5815;57;5;2;36.71;28.33;73.42;13.22;App;Crédito;-9.679999999999993;3.5400000000000063
525;2026-05-01;5091;35;7;2;40.82;25.57;81.64;4.6;App;Crédito;21.299999999999997;25.900000000000006
526;2024-05-23;15816;49;9;1;221.17;131.78;221.17;39.81;Site;Crédito;49.579999999999984;49.579999999999984
527;2024-05-30;12614;43;7;1;362.01;266.06;362.01;65.16;Marketplace;Boleto;30.79000000000002;30.79000000000002
528;2024-05-30;4106;31;5;1;193.45;108.54;193.45;34.82;Marketplace;Boleto;50.08999999999999;50.08999999999999
529;2026-04-17;15782;9;10;1;44.59;22.86;44.59;8.03;Marketplace;Crédito;13.700000000000003;13.700000000000003
530;2024-12-28;18373;48;10;2;259.41;120.38;518.82;42.47;App;Crédito;193.12000000000006;235.59000000000003
531;2025-04-13;11702;38;7;3;44.26;28.43;132.78;10.92;App;Crédito;14.72999999999999;36.57000000000001
532;2025-11-02;5999;35;10;5;36.57;26.11;182.85;32.91;Loja Física;Crédito;-112.25;19.389999999999986
533;2024-11-02;10039;31;5;2;202.38;99.87;404.76;72.86;Loja Física;Débito;59.299999999999955;132.15999999999997
534;2024-12-19;8698;16;3;2;235.07;105.53;470.14;84.63;Site;PIX;89.82;174.45
535;2025-05-04;18059;45;7;3;150.18;73.93;450.54;40.17;App;PIX;108.24000000000001;188.57999999999998
536;2026-06-04;15747;38;2;2;47.07;27.98;94.14;16.95;Loja Física;Crédito;4.280000000000001;21.229999999999997
537;2025-01-30;3659;5;9;1;163.93;76.5;163.93;19.91;App;PIX;67.52000000000001;67.52000000000001
538;2024-06-24;7294;31;10;1;196.06;101.27;196.06;35.29;Marketplace;PIX;59.500000000000014;59.500000000000014
539;2024-10-22;16424;20;10;3;42.25;28.16;126.75;8.3;Site;PIX;17.370000000000005;33.97
540;2026-03-21;5369;38;1;5;43.62;27.31;218.1;0.58;Marketplace;Crédito;78.65;80.97
541;2025-04-19;13638;20;6;3;46.52;31.76;139.56;18.22;Loja Física;Débito;-10.379999999999995;26.060000000000002
543;2025-03-25;4269;46;8;1;362.1;310.28;362.1;65.18;Marketplace;Débito;-13.359999999999957;-13.359999999999957
544;2025-12-21;11477;39;10;6;47.95;31.48;287.7;26.66;Site;Débito;-61.139999999999986;72.16000000000003
546;2024-12-08;15550;57;2;3;38.26;28.96;114.78;5.87;Marketplace;Débito;10.290000000000006;22.03
547;2025-05-09;11458;35;10;4;38.26;23.78;153.04;4.01;Marketplace;PIX;41.879999999999995;53.91
548;2026-04-23;3836;38;2;5;50.44;28.33;252.2;11.76;Site;Crédito;51.75000000000003;98.79000000000002
